stock_item_name,transcription,attribution,action,db_price_per_piece,pdf_price_per_piece,v2_price_per_piece,db_list_rate,v2_list_rate,page_no,thread_form,size,grade,pack_qty,confidence,reason
HSS TAP 27 X 1.5 BOT TOTEM,OK,OK,KEEP,5338.00,5338,5338.00,5338.00,5338.00,5,Metric Coarse,27.0 X 1.50/2.00,Standard,1,review,
HSS TAP 27 X 1.5 PAIR TOTEM,OK,OK,KEEP,5338.00,5338,5338.00,10676.00,10676.00,5,Metric Coarse,27.0 X 1.50/2.00,Standard,2,verified,
HSS TAP 27 X 1.5 TPR TOTEM,OK,OK,KEEP,5338.00,5338,5338.00,5338.00,5338.00,5,Metric Coarse,27.0 X 1.50/2.00,Standard,1,review,
HSS TAP 27 X 2 BOT TOTEM,,OK,ADD,,,5338.00,,5338.00,5,Metric Coarse,27.0 X 1.50/2.00*,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 27 X 2 PAIR TOTEM,,OK,ADD,,,5338.00,,10676.00,5,Metric Coarse,27.0 X 1.50/2.00*,Standard,2,verified,matched by v2; not previously seeded
HSS TAP 27 X 3 BOT TOTEM,OK,OK,KEEP,4795.00,4795,4795.00,4795.00,4795.00,4,Metric Coarse,27.0 X 3.00,Standard,1,verified,
HSS TAP 27 X 3 GOLD TOTEM,OK,OK,KEEP,5425.00,5425,5425.00,5425.00,5425.00,9,Metric Coarse,27.0 X 3.00,STD GOLD,1,review,
HSS TAP 27 X 3 SEC TOTEM,OK,OK,KEEP,4795.00,4795,4795.00,4795.00,4795.00,4,Metric Coarse,27.0 X 3.00,Standard,1,verified,
HSS TAP 27 X 3 SET TOTEM,OK,OK,KEEP,4795.00,4795,4795.00,14385.00,14385.00,4,Metric Coarse,27.0 X 3.00,Standard,3,review,
HSS TAP 27 X 3 SF SET TOTEM,OK,OK,KEEP,5033.00,5033,5033.00,15099.00,15099.00,4,Metric Coarse,27.0 X 3.00,SF/RS,3,review,
HSS TAP 27 X 3 TPR TOTEM,OK,OK,KEEP,4795.00,4795,4795.00,4795.00,4795.00,4,Metric Coarse,27.0 X 3.00,Standard,1,verified,
HSS TAP 2BA SEC TOTEM,,OK,ADD,,,447.00,,447.00,3,BA,2,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 2BA SET TOTEM,,OK,ADD,,,447.00,,1341.00,3,BA,2,Standard,3,review,matched by v2; not previously seeded
HSS TAP 2BA TPR TOTEM,,OK,ADD,,,447.00,,447.00,3,BA,2,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 3 X .5 6G BOT TOTEM,OK,OK,KEEP,390.00,390,390.00,390.00,390.00,4,Metric Coarse,3.0 X 0.50,Standard,1,review,
HSS TAP 3 X .5 BOT TOTEM,OK,OK,KEEP,390.00,390,390.00,390.00,390.00,4,Metric Coarse,3.0 X 0.50,Standard,1,verified,
HSS TAP 3 X .5 SEC GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,496.00,496,,496.00,,9,Metric Coarse,3.0 X 0.50,STD GOLD,1,review,item absent from this project's stock_items
HSS TAP 3 X .5 SEC TOTEM,OK,OK,KEEP,390.00,390,390.00,390.00,390.00,4,Metric Coarse,3.0 X 0.50,Standard,1,verified,
HSS TAP 3 X .5 SET TOTEM,OK,OK,KEEP,390.00,390,390.00,1170.00,1170.00,4,Metric Coarse,3.0 X 0.50,Standard,3,verified,
HSS TAP 3 X .5 SF SET TOTEM,OK,OK,KEEP,423.00,423,423.00,1269.00,1269.00,4,Metric Coarse,3.0 X 0.50,SF/RS,3,verified,
HSS TAP 3 X .5 SPIREX BLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,390.00,390,,390.00,,4,Metric Coarse,3.0 X 0.50,Standard,1,review,item absent from this project's stock_items
HSS TAP 3 X .5 SPPT GOLD TOTEM,OK,OK,KEEP,592.00,592,592.00,592.00,592.00,9,Metric Coarse,3.0 X 0.50,SPPT GOLD,1,review,
HSS TAP 3 X .5 SPPT TOTEM,OK,OK,KEEP,491.00,491,491.00,491.00,491.00,4,Metric Coarse,3.0 X 0.50,SPPT,1,verified,
HSS TAP 3 X .5 TPR TOTEM,OK,OK,KEEP,390.00,390,390.00,390.00,390.00,4,Metric Coarse,3.0 X 0.50,Standard,1,verified,
HSS TAP 3.5 X .6 BOT TOTEM,OK,OK,KEEP,390.00,390,390.00,390.00,390.00,4,Metric Coarse,3.5 X 0.60,Standard,1,verified,
HSS TAP 3.5 X .6 SEC TOTEM,OK,OK,KEEP,390.00,390,390.00,390.00,390.00,4,Metric Coarse,3.5 X 0.60,Standard,1,verified,
HSS TAP 3.5 X .6 SET TOTEM,OK,OK,KEEP,390.00,390,390.00,1170.00,1170.00,4,Metric Coarse,3.5 X 0.60,Standard,3,verified,
HSS TAP 3.5 X .6 SPPT TOTEM,OK,OK,KEEP,491.00,491,491.00,491.00,491.00,4,Metric Coarse,3.5 X 0.60,SPPT,1,verified,
HSS TAP 3.5 X .6 TPR TOTEM,OK,OK,KEEP,390.00,390,390.00,390.00,390.00,4,Metric Coarse,3.5 X 0.60,Standard,1,verified,
"HSS TAP 3/16"" BSF BOT TOTEM",OK,OK,KEEP,407.00,407,407.00,407.00,407.00,3,BSW/BSF,3/16,Standard,1,verified,
"HSS TAP 3/16"" BSF SET TOTEM",OK,OK,KEEP,407.00,407,407.00,1221.00,1221.00,3,BSW/BSF,3/16,Standard,3,review,
"HSS TAP 3/16"" BSW BOT TOTEM",OK,OK,KEEP,407.00,407,407.00,407.00,407.00,3,BSW/BSF,3/16,Standard,1,verified,
"HSS TAP 3/16"" BSW SEC TOTEM",OK,OK,KEEP,407.00,407,407.00,407.00,407.00,3,BSW/BSF,3/16,Standard,1,verified,
"HSS TAP 3/16"" BSW SET TOTEM",OK,OK,KEEP,407.00,407,407.00,1221.00,1221.00,3,BSW/BSF,3/16,Standard,3,verified,
"HSS TAP 3/16"" BSW TPR TOTEM",OK,OK,KEEP,407.00,407,407.00,407.00,407.00,3,BSW/BSF,3/16,Standard,1,verified,
HSS TAP 3/4 BSP PAIR TOTEM,OK,OK,KEEP,3371.00,3371,3371.00,6742.00,6742.00,3,BSP,3/4,Standard,2,review,
"HSS TAP 3/4"" BSF SET TOTEM",OK,OK,KEEP,2095.00,2095,2095.00,6285.00,6285.00,3,BSW/BSF,3/4,Standard,3,review,
"HSS TAP 3/4"" BSP BOT TOTEM",OK,OK,KEEP,3371.00,3371,3371.00,3371.00,3371.00,3,BSP,3/4,Standard,1,verified,
"HSS TAP 3/4"" BSP PAIR TOTEM",OK,OK,KEEP,3371.00,3371,3371.00,6742.00,6742.00,3,BSP,3/4,Standard,2,verified,
"HSS TAP 3/4"" BSP TPR TOTEM",OK,OK,KEEP,3371.00,3371,3371.00,3371.00,3371.00,3,BSP,3/4,Standard,1,verified,
"HSS TAP 3/4"" BSPT BOT TOTEM",OK,OK,KEEP,4528.00,4528,4528.00,4528.00,4528.00,3,BSPT,3/4,Standard,1,review,
"HSS TAP 3/4"" BSPT PAIR TOTEM",OK,OK,KEEP,4528.00,4528,4528.00,9056.00,9056.00,3,BSPT,3/4,Standard,2,verified,
"HSS TAP 3/4"" BSPT TPR TOTEM",OK,OK,KEEP,4528.00,4528,4528.00,4528.00,4528.00,3,BSPT,3/4,Standard,1,review,
"HSS TAP 3/4"" BSW BOT TOTEM",OK,OK,KEEP,2095.00,2095,2095.00,2095.00,2095.00,3,BSW/BSF,3/4,Standard,1,verified,
"HSS TAP 3/4"" BSW SEC TOTEM",OK,OK,KEEP,2095.00,2095,2095.00,2095.00,2095.00,3,BSW/BSF,3/4,Standard,1,verified,
"HSS TAP 3/4"" BSW SET TOTEM",OK,OK,KEEP,2095.00,2095,2095.00,6285.00,6285.00,3,BSW/BSF,3/4,Standard,3,verified,
"HSS TAP 3/4"" BSW SF SET TOTEM",OK,OK,KEEP,2201.00,2201,2201.00,6603.00,6603.00,3,BSW/BSF,3/4,SF/RS,3,verified,
"HSS TAP 3/4"" BSW TPR TOTEM",OK,OK,KEEP,2095.00,2095,2095.00,2095.00,2095.00,3,BSW/BSF,3/4,Standard,1,review,
"HSS TAP 3/4"" NPT BOT TOTEM",OK,OK,KEEP,4619.00,4619,4619.00,4619.00,4619.00,3,NPT,3/4,Standard,1,verified,
"HSS TAP 3/4"" NPT PAIR TOTEM",OK,OK,KEEP,4619.00,4619,4619.00,9238.00,9238.00,3,NPT,3/4,Standard,2,verified,
"HSS TAP 3/4"" NPT TPR TOTEM",OK,OK,KEEP,4619.00,4619,4619.00,4619.00,4619.00,3,NPT,3/4,Standard,1,verified,
"HSS TAP 3/4"" UNC BOT TOTEM",OK,OK,KEEP,2095.00,2095,2095.00,2095.00,2095.00,3,UNF/UNC,3/4,Standard,1,verified,
"HSS TAP 3/4"" UNC SEC TOTEM",OK,OK,KEEP,2095.00,2095,2095.00,2095.00,2095.00,3,UNF/UNC,3/4,Standard,1,review,
"HSS TAP 3/4"" UNC SET TOTEM",OK,OK,KEEP,2095.00,2095,2095.00,6285.00,6285.00,3,UNF/UNC,3/4,Standard,3,verified,
"HSS TAP 3/4"" UNC TPR TOTEM",OK,OK,KEEP,2095.00,2095,2095.00,2095.00,2095.00,3,UNF/UNC,3/4,Standard,1,review,
"HSS TAP 3/4"" UNF BOT TOTEM",OK,OK,KEEP,2095.00,2095,2095.00,2095.00,2095.00,3,UNF/UNC,3/4,Standard,1,verified,
"HSS TAP 3/4"" UNF SEC TOTEM",OK,OK,KEEP,2095.00,2095,2095.00,2095.00,2095.00,3,UNF/UNC,3/4,Standard,1,verified,
"HSS TAP 3/4"" UNF SET TOTEM",OK,OK,KEEP,2095.00,2095,2095.00,6285.00,6285.00,3,UNF/UNC,3/4,Standard,3,verified,
"HSS TAP 3/8"" BSB BOT TOTEM",OK,OK,KEEP,706.00,706,706.00,706.00,706.00,6,BSB,3/8,Standard,1,verified,
"HSS TAP 3/8"" BSF BOT TOTEM",OK,OK,KEEP,585.00,585,585.00,585.00,585.00,3,BSW/BSF,3/8,Standard,1,verified,
"HSS TAP 3/8"" BSF SET TOTEM",OK,OK,KEEP,585.00,585,585.00,1755.00,1755.00,3,BSW/BSF,3/8,Standard,3,verified,
"HSS TAP 3/8"" BSF TPR TOTEM",OK,OK,KEEP,585.00,585,585.00,585.00,585.00,3,BSW/BSF,3/8,Standard,1,review,
"HSS TAP 3/8"" BSP BOT TOTEM",OK,OK,KEEP,1501.00,1501,1501.00,1501.00,1501.00,3,BSP,3/8,Standard,1,verified,
"HSS TAP 3/8"" BSP PAIR TOTEM",OK,OK,KEEP,1501.00,1501,1501.00,3002.00,3002.00,3,BSP,3/8,Standard,2,verified,
"HSS TAP 3/8"" BSP TPR TOTEM",OK,OK,KEEP,1501.00,1501,1501.00,1501.00,1501.00,3,BSP,3/8,Standard,1,verified,
"HSS TAP 3/8"" BSPT BOT TOTEM",OK,OK,KEEP,2049.00,2049,2049.00,2049.00,2049.00,3,BSPT,3/8,Standard,1,verified,
"HSS TAP 3/8"" BSPT PAIR TOTEM",OK,OK,KEEP,2049.00,2049,2049.00,4098.00,4098.00,3,BSPT,3/8,Standard,2,verified,
"HSS TAP 3/8"" BSPT TPR TOTEM",OK,OK,KEEP,2049.00,2049,2049.00,2049.00,2049.00,3,BSPT,3/8,Standard,1,review,
"HSS TAP 3/8"" BSW BOT TOTEM",OK,OK,KEEP,585.00,585,585.00,585.00,585.00,3,BSW/BSF,3/8,Standard,1,verified,
"HSS TAP 3/8"" BSW SEC TOTEM",OK,OK,KEEP,585.00,585,585.00,585.00,585.00,3,BSW/BSF,3/8,Standard,1,verified,
"HSS TAP 3/8"" BSW SET TOTEM",OK,OK,KEEP,585.00,585,585.00,1755.00,1755.00,3,BSW/BSF,3/8,Standard,3,verified,
"HSS TAP 3/8"" BSW TPR TOTEM",OK,OK,KEEP,585.00,585,585.00,585.00,585.00,3,BSW/BSF,3/8,Standard,1,verified,
"HSS TAP 3/8"" NPT BOT TOTEM",OK,OK,KEEP,2080.00,2080,2080.00,2080.00,2080.00,3,NPT,3/8,Standard,1,review,
"HSS TAP 3/8"" NPT PAIR TOTEM",OK,OK,KEEP,2080.00,2080,2080.00,4160.00,4160.00,3,NPT,3/8,Standard,2,verified,
"HSS TAP 3/8"" NPT TPR TOTEM",OK,OK,KEEP,2080.00,2080,2080.00,2080.00,2080.00,3,NPT,3/8,Standard,1,review,
"HSS TAP 3/8"" UNC BOT TOTEM",OK,OK,KEEP,585.00,585,585.00,585.00,585.00,3,UNF/UNC,3/8,Standard,1,verified,
"HSS TAP 3/8"" UNC SEC TOTEM",OK,OK,KEEP,585.00,585,585.00,585.00,585.00,3,UNF/UNC,3/8,Standard,1,verified,
"HSS TAP 3/8"" UNC SET TOTEM",OK,OK,KEEP,585.00,585,585.00,1755.00,1755.00,3,UNF/UNC,3/8,Standard,3,verified,
"HSS TAP 3/8"" UNC SF SET TOTEM",OK,OK,KEEP,630.00,630,630.00,1890.00,1890.00,3,UNF/UNC,3/8,SF/RS,3,review,
"HSS TAP 3/8"" UNC TPR TOTEM",OK,OK,KEEP,585.00,585,585.00,585.00,585.00,3,UNF/UNC,3/8,Standard,1,verified,
"HSS TAP 3/8"" UNF BOT TOTEM",OK,OK,KEEP,585.00,585,585.00,585.00,585.00,3,UNF/UNC,3/8,Standard,1,verified,
"HSS TAP 3/8"" UNF SEC TOTEM",OK,OK,KEEP,585.00,585,585.00,585.00,585.00,3,UNF/UNC,3/8,Standard,1,review,
"HSS TAP 3/8"" UNF SET TOTEM",OK,OK,KEEP,585.00,585,585.00,1755.00,1755.00,3,UNF/UNC,3/8,Standard,3,verified,
"HSS TAP 3/8"" UNF TPR TOTEM",OK,OK,KEEP,585.00,585,585.00,585.00,585.00,3,UNF/UNC,3/8,Standard,1,verified,
HSS TAP 30  X 3.5 SF SET TOTEM,OK,OK,KEEP,5635.00,5635,5635.00,16905.00,16905.00,4,Metric Coarse,30.0 X 3.50,SF/RS,3,review,
HSS TAP 30 X 1.5 BOT TOTEM,OK,OK,KEEP,6002.00,6002,6002.00,6002.00,6002.00,5,Metric Coarse,30.0 X 1.50/2.00,Standard,1,verified,
HSS TAP 30 X 1.5 PAIR TOTEM,OK,OK,KEEP,6002.00,6002,6002.00,12004.00,12004.00,5,Metric Coarse,30.0 X 1.50/2.00,Standard,2,review,
HSS TAP 30 X 1.5 TPR TOTEM,OK,OK,KEEP,6002.00,6002,6002.00,6002.00,6002.00,5,Metric Coarse,30.0 X 1.50/2.00,Standard,1,verified,
HSS TAP 30 X 2 BOT TOTEM,,OK,ADD,,,6002.00,,6002.00,5,Metric Coarse,30.0 X 1.50/2.00*,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 30 X 2 PAIR TOTEM,,OK,ADD,,,6002.00,,12004.00,5,Metric Coarse,30.0 X 1.50/2.00*,Standard,2,verified,matched by v2; not previously seeded
HSS TAP 30 X 2 TPR TOTEM,,OK,ADD,,,6002.00,,6002.00,5,Metric Coarse,30.0 X 1.50/2.00*,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 30 X 3.5 BOT TOTEM,OK,OK,KEEP,5360.00,5360,5360.00,5360.00,5360.00,4,Metric Coarse,30.0 X 3.50,Standard,1,verified,
HSS TAP 30 X 3.5 GOLD TOTEM,OK,OK,KEEP,6012.00,6012,6012.00,6012.00,6012.00,9,Metric Coarse,30.0 X 3.50,STD GOLD,1,review,
HSS TAP 30 X 3.5 SEC TOTEM,OK,OK,KEEP,5360.00,5360,5360.00,5360.00,5360.00,4,Metric Coarse,30.0 X 3.50,Standard,1,verified,
HSS TAP 30 X 3.5 SET TOTEM,OK,OK,KEEP,5360.00,5360,5360.00,16080.00,16080.00,4,Metric Coarse,30.0 X 3.50,Standard,3,verified,
HSS TAP 30 X 3.5 TPR TOTEM,OK,OK,KEEP,5360.00,5360,5360.00,5360.00,5360.00,4,Metric Coarse,30.0 X 3.50,Standard,1,verified,
HSS TAP 33 X 1.5 BOT TOTEM,OK,OK,KEEP,7328.00,7328,7328.00,7328.00,7328.00,5,Metric Coarse,33.0 X 1.50/2.00/3.00,Standard,1,review,
HSS TAP 33 X 1.5 PAIR TOTEM,OK,OK,KEEP,7328.00,7328,7328.00,14656.00,14656.00,5,Metric Coarse,33.0 X 1.50/2.00/3.00,Standard,2,review,
HSS TAP 33 X 1.5 TPR TOTEM,OK,OK,KEEP,7328.00,7328,7328.00,7328.00,7328.00,5,Metric Coarse,33.0 X 1.50/2.00/3.00,Standard,1,verified,
HSS TAP 33 X 2 BOT TOTEM,,OK,ADD,,,7328.00,,7328.00,5,Metric Coarse,33.0 X 1.50/2.00/3.00*,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 33 X 2 PAIR TOTEM,,OK,ADD,,,7328.00,,14656.00,5,Metric Coarse,33.0 X 1.50/2.00/3.00*,Standard,2,verified,matched by v2; not previously seeded
HSS TAP 33 X 2 SEC TOTEM,,OK,ADD,,,7328.00,,7328.00,5,Metric Coarse,33.0 X 1.50/2.00/3.00*,Standard,1,review,matched by v2; not previously seeded
HSS TAP 33 X 2 TPR TOTEM,,OK,ADD,,,7328.00,,7328.00,5,Metric Coarse,33.0 X 1.50/2.00/3.00*,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 33 X 3 BOT TOTEM,,OK,ADD,,,7328.00,,7328.00,5,Metric Coarse,33.0 X 1.50/2.00/3.00*,Standard,1,review,matched by v2; not previously seeded
HSS TAP 33 X 3.5 BOT TOTEM,OK,OK,KEEP,6532.00,6532,6532.00,6532.00,6532.00,4,Metric Coarse,33.0 X 3.50,Standard,1,verified,
HSS TAP 33 X 3.5 SEC TOTEM,OK,OK,KEEP,6532.00,6532,6532.00,6532.00,6532.00,4,Metric Coarse,33.0 X 3.50,Standard,1,verified,
HSS TAP 33 X 3.5 SET TOTEM,OK,OK,KEEP,6532.00,6532,6532.00,19596.00,19596.00,4,Metric Coarse,33.0 X 3.50,Standard,3,verified,
HSS TAP 33 X 3.5 TPR TOTEM,OK,OK,KEEP,6532.00,6532,6532.00,6532.00,6532.00,4,Metric Coarse,33.0 X 3.50,Standard,1,verified,
HSS TAP 36 X 1.5 BOT TOTEM,OK,OK,KEEP,10167.00,10167,10167.00,10167.00,10167.00,5,Metric Coarse,36.0 X 1.50/2.50/3.00,Standard,1,verified,
HSS TAP 36 X 1.5 PAIR TOTEM,OK,OK,KEEP,10167.00,10167,10167.00,20334.00,20334.00,5,Metric Coarse,36.0 X 1.50/2.50/3.00,Standard,2,review,
HSS TAP 36 X 1.5 TPR TOTEM,OK,OK,KEEP,10167.00,10167,10167.00,10167.00,10167.00,5,Metric Coarse,36.0 X 1.50/2.50/3.00,Standard,1,review,
HSS TAP 36 X 3 BOT TOTEM,,OK,ADD,,,10167.00,,10167.00,5,Metric Coarse,36.0 X 1.50/2.50*/3.00*,Standard,1,review,matched by v2; not previously seeded
HSS TAP 36 X 3 PAIR TOTEM,,OK,ADD,,,10167.00,,20334.00,5,Metric Coarse,36.0 X 1.50/2.50*/3.00*,Standard,2,review,matched by v2; not previously seeded
HSS TAP 36 X 3 SEC TOTEM,,OK,ADD,,,10167.00,,10167.00,5,Metric Coarse,36.0 X 1.50/2.50*/3.00*,Standard,1,review,matched by v2; not previously seeded
HSS TAP 36 X 3 SET TOTEM,,OK,ADD,,,10167.00,,30501.00,5,Metric Coarse,36.0 X 1.50/2.50*/3.00*,Standard,3,verified,matched by v2; not previously seeded
HSS TAP 36 X 3 TPR TOTEM,,OK,ADD,,,10167.00,,10167.00,5,Metric Coarse,36.0 X 1.50/2.50*/3.00*,Standard,1,review,matched by v2; not previously seeded
HSS TAP 36 X 4 BOT TOTEM,OK,OK,KEEP,9089.00,9089,9089.00,9089.00,9089.00,4,Metric Coarse,36.0 X 4.00,Standard,1,verified,
HSS TAP 36 X 4 SEC TOTEM,OK,OK,KEEP,9089.00,9089,9089.00,9089.00,9089.00,4,Metric Coarse,36.0 X 4.00,Standard,1,verified,
HSS TAP 36 X 4 SET TOTEM,OK,OK,KEEP,9089.00,9089,9089.00,27267.00,27267.00,4,Metric Coarse,36.0 X 4.00,Standard,3,verified,
HSS TAP 36 X 4 TPR TOTEM,OK,OK,KEEP,9089.00,9089,9089.00,9089.00,9089.00,4,Metric Coarse,36.0 X 4.00,Standard,1,verified,
HSS TAP 39 X 1.5 TPR TOTEM,OK,OK,KEEP,12672.00,12672,12672.00,12672.00,12672.00,5,Metric Coarse,39.0 X 1.50/2.00/3.00,Standard,1,review,
HSS TAP 39 X 4 BOT TOTEM,OK,OK,KEEP,10680.00,10680,10680.00,10680.00,10680.00,4,Metric Coarse,39.0 X 4.00,Standard,1,verified,
HSS TAP 39 X 4 SEC TOTEM,OK,OK,KEEP,10680.00,10680,10680.00,10680.00,10680.00,4,Metric Coarse,39.0 X 4.00,Standard,1,review,
HSS TAP 39 X 4 SET TOTEM,OK,OK,KEEP,10680.00,10680,10680.00,32040.00,32040.00,4,Metric Coarse,39.0 X 4.00,Standard,3,verified,
HSS TAP 39 X 4 TPR TOTEM,OK,OK,KEEP,10680.00,10680,10680.00,10680.00,10680.00,4,Metric Coarse,39.0 X 4.00,Standard,1,verified,
HSS TAP 3BA BOT TOTEM,,OK,ADD,,,447.00,,447.00,3,BA,3,Standard,1,review,matched by v2; not previously seeded
HSS TAP 4 UNC BOT TOTEM,OK,OK,KEEP,461.00,461,461.00,461.00,461.00,3,UNF/UNC,4,Standard,1,verified,
HSS TAP 4 UNC SET TOTEM,OK,OK,KEEP,461.00,461,461.00,1383.00,1383.00,3,UNF/UNC,4,Standard,3,verified,
HSS TAP 4 UNF SET TOTEM,OK,OK,KEEP,461.00,461,461.00,1383.00,1383.00,3,UNF/UNC,4,Standard,3,review,
HSS TAP 4 X .35 BOT TOTEM,OK,OK,KEEP,583.00,583,583.00,583.00,583.00,5,Metric Coarse,4.0 X 0.35/0.50,Standard,1,review,
HSS TAP 4 X .35 PAIR TOTEM,OK,OK,KEEP,583.00,583,583.00,1166.00,1166.00,5,Metric Coarse,4.0 X 0.35/0.50,Standard,2,verified,
HSS TAP 4 X .5 BOT TOTEM,,OK,ADD,,,583.00,,583.00,5,Metric Coarse,4.0 X 0.35/0.50*,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 4 X .5 PAIR TOTEM,,OK,ADD,,,583.00,,1166.00,5,Metric Coarse,4.0 X 0.35/0.50*,Standard,2,verified,matched by v2; not previously seeded
HSS TAP 4 X .5 SET TOTEM,,OK,ADD,,,583.00,,1749.00,5,Metric Coarse,4.0 X 0.35/0.50*,Standard,3,review,matched by v2; not previously seeded
HSS TAP 4 X .5 TPR TOTEM,,OK,ADD,,,583.00,,583.00,5,Metric Coarse,4.0 X 0.35/0.50*,Standard,1,review,matched by v2; not previously seeded
HSS TAP 4 X .7 6G SPFL GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,496.00,496,,496.00,,9,Metric Coarse,4.0 X 0.70,STD GOLD,1,review,item absent from this project's stock_items
HSS TAP 4 X .7 6G SPIREX GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,496.00,496,,496.00,,9,Metric Coarse,4.0 X 0.70,STD GOLD,1,review,"SPIREX: page 11 HSSE grid, not matched yet"
HSS TAP 4 X .7 BOT TOTEM,OK,OK,KEEP,390.00,390,390.00,390.00,390.00,4,Metric Coarse,4.0 X 0.70,Standard,1,verified,
HSS TAP 4 X .7 SEC TOTEM,OK,OK,KEEP,390.00,390,390.00,390.00,390.00,4,Metric Coarse,4.0 X 0.70,Standard,1,verified,
HSS TAP 4 X .7 SET GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,496.00,496,,1488.00,,9,Metric Coarse,4.0 X 0.70,STD GOLD,3,review,item absent from this project's stock_items
HSS TAP 4 X .7 SET TOTEM,OK,OK,KEEP,390.00,390,390.00,1170.00,1170.00,4,Metric Coarse,4.0 X 0.70,Standard,3,verified,
HSS TAP 4 X .7 SET XL GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,496.00,496,,1488.00,,9,Metric Coarse,4.0 X 0.70,STD GOLD,3,review,item absent from this project's stock_items
HSS TAP 4 X .7 SF SET TOTEM,OK,OK,KEEP,423.00,423,423.00,1269.00,1269.00,4,Metric Coarse,4.0 X 0.70,SF/RS,3,verified,
HSS TAP 4 X .7 SPPT GOLD TOTEM,OK,OK,KEEP,592.00,592,592.00,592.00,592.00,9,Metric Coarse,4.0 X 0.70,SPPT GOLD,1,review,
HSS TAP 4 X .7 SPPT TOTEM,OK,OK,KEEP,491.00,491,491.00,491.00,491.00,4,Metric Coarse,4.0 X 0.70,SPPT,1,verified,
HSS TAP 4 X .7 TPR TOTEM,OK,OK,KEEP,390.00,390,390.00,390.00,390.00,4,Metric Coarse,4.0 X 0.70,Standard,1,verified,
HSS TAP 4 X .75 BOT TOTEM,OK,OK,KEEP,531.00,531,531.00,531.00,531.00,5,Metric Coarse,4.0 X 0.75,Standard,1,review,
HSS TAP 4 X .75 PAIR TOTEM,OK,OK,KEEP,531.00,531,531.00,1062.00,1062.00,5,Metric Coarse,4.0 X 0.75,Standard,2,review,
HSS TAP 4 X .75 SET TOTEM,OK,OK,KEEP,531.00,531,531.00,1593.00,1593.00,5,Metric Coarse,4.0 X 0.75,Standard,3,review,
HSS TAP 4.5 X .75 BOT TOTEM,OK,OK,KEEP,419.00,419,419.00,419.00,419.00,4,Metric Coarse,4.5 X 0.75,Standard,1,verified,
HSS TAP 4.5 X .75 SEC TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,4.5 X 0.75,Standard,1,verified,item absent from this project's stock_items
HSS TAP 4.5 X .75 SET TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,1257.00,,4,Metric Coarse,4.5 X 0.75,Standard,3,review,item absent from this project's stock_items
HSS TAP 42 X 1.5 BOT TOTEM,OK,OK,KEEP,14077.00,14077,14077.00,14077.00,14077.00,5,Metric Coarse,42.0 X 1.50/2.50/3.00/4.00,Standard,1,verified,
HSS TAP 42 X 1.5 TPR TOTEM,OK,OK,KEEP,14077.00,14077,14077.00,14077.00,14077.00,5,Metric Coarse,42.0 X 1.50/2.50/3.00/4.00,Standard,1,review,
HSS TAP 42 X 3 BOT TOTEM,,OK,ADD,,,14077.00,,14077.00,5,Metric Coarse,42.0 X 1.50/2.50*/3.00*/4.00*,Standard,1,review,matched by v2; not previously seeded
HSS TAP 42 X 3 PAIR TOTEM,,OK,ADD,,,14077.00,,28154.00,5,Metric Coarse,42.0 X 1.50/2.50*/3.00*/4.00*,Standard,2,verified,matched by v2; not previously seeded
HSS TAP 42 X 4.5 BOT TOTEM,OK,OK,KEEP,12442.00,12442,12442.00,12442.00,12442.00,4,Metric Coarse,42.0 X 4.50,Standard,1,verified,
HSS TAP 42 X 4.5 SEC TOTEM,OK,OK,KEEP,12442.00,12442,12442.00,12442.00,12442.00,4,Metric Coarse,42.0 X 4.50,Standard,1,verified,
HSS TAP 42 X 4.5 SET TOTEM,OK,OK,KEEP,12442.00,12442,12442.00,37326.00,37326.00,4,Metric Coarse,42.0 X 4.50,Standard,3,verified,
HSS TAP 42 X 4.5 TPR TOTEM,OK,OK,KEEP,12442.00,12442,12442.00,12442.00,12442.00,4,Metric Coarse,42.0 X 4.50,Standard,1,verified,
HSS TAP 45 X 1.5 BOT TOTEM,OK,OK,KEEP,19505.00,19505,19505.00,19505.00,19505.00,5,Metric Coarse,45.0 X 1.50/3.00,Standard,1,verified,
HSS TAP 45 X 1.5 PAIR TOTEM,OK,OK,KEEP,19505.00,19505,19505.00,39010.00,39010.00,5,Metric Coarse,45.0 X 1.50/3.00,Standard,2,review,
